# LongYin English canonical data - generated from the complete user translation corpus
依山而建，殿宇嵯峨，气势雄伟的寺庙群，金顶与红幡白墙交相辉映，颇为肃穆庄严。传闻其僧众极擅炮制高原珍稀药材，以此制成之藏药更是具有枯骨生肌，返老还童等神奇功效。	A grand mountain palace-temple complex with sacred significance.
给刀柄安装机关，使刀刃可以弯折旋转，因此可从各种诡异角度出刀，招式变化无穷	A mechanism is installed on the blade handle allowing the blade to bend and rotate; this enables strikes from all manner of strange angles with endless variations
自天竺传入中原之指法，专攻敌人周身穴位，少林僧众常以此作为穴位辨识入门之法	A finger technique originating from India, designed to target acupoints throughout the body. Shaolin monks use it as an introductory method for learning pressure point identification.
蓬莱派基础内丹法门，其炼气者，需冥心定息，元寂绵绵，直至气入丹田，丹火旺盛	A foundational internal alchemy method of the Penglai Sect. Practitioners must quiet the mind and regulate breathing until consciousness becomes still and continuous; only then does qi enter the dantian and ignite a flourishing inner “dan fire.”
跪伏在地，头顶佛脚的敬礼姿势，每日坚持修习，可增长清净智慧，并锻炼下盘腰力	A posture of kneeling and touching one’s head to the Buddha’s feet. Practiced daily, it is believed to cultivate wisdom and strengthen the lower body.
这套江湖人士常用刀法以攻击见长，刀势结合内劲长驱直入，如同青龙出海勇猛难当	A strong offensive blade art; the blade force drives forward like an azure dragon emerging from the sea
道家法器，本作驱鬼辟邪之用，对敌时可格架攻击，或用摧耳铃音扰乱周边敌人心智	A Daoist magical artifact used originally for exorcism; in combat it can block attacks or disrupt enemies with sound.
配合铁制盔甲训练的硬功，在合适时机以合适姿态迎击敌人，可令甲胄防御能力倍增	A hard qigong trained in conjunction with iron armor; meeting the enemy's attack at the right moment and in the right posture can double the armor's defensive effectiveness
阴狠凶邪，专攻人体要害的刀法，传说此刀一出，必须见红夺命，否则便会反噬其主	A sinister and vicious blade art targeting vital areas; legend says once this blade is drawn it must draw blood and take a life — otherwise it will turn on its own master
霸刀门基础硬功，以砂砾滚磨皮肤使周身老茧遍布，以岩石击打筋骨使肌体强韧非常	A foundational hard-body training method of the Ba Dao Sect, where sand and gravel are used to grind the skin into calloused toughness, while stones strike the bones to forge extreme physical resilience.
鲜血铸就，惊鸿绝巘之枪法，三国名将赵子龙凭此出生入死，斩将七十余人未尝一败	A spear art forged in blood, a breathtaking peak; the Three Kingdoms general Zhao Zilong used it to charge through life and death, slaying over seventy enemy generals without a single defeat
黢黑粗大之钢钉，边缘有增加穿透力的锋棱，以其劲道迅猛可以击碎头颅，故而闻名	A thick black steel nail with sharp ridges along its edges to increase penetrating power; famous for being able to shatter a skull with its forceful impact
Jin Woo<color=#00B400>内力上限+1</color>	Jin Woo<color=#00B400>Max Inner Force +1</color>
一张由铁索编成的大网，以内劲抛出，可罩住颇大一片范围，落网之人皆动弹不得	A large net woven from iron chain links; thrown with inner force, it covers a wide area — all who fall under it are immobilized
以六种基本招式为根基的简练枪法，枪路刚猛直接，只需身强力壮者便能发挥威力	A concise spear art built on six fundamental techniques; direct and forceful, anyone with a strong physique can wield it effectively
以棋盘对弈为形制，分析阵型地利之法，用兵作战，攻守纵横之妙，皆可蕴含其中	A strategic system modeled after a chessboard formation, analyzing terrain and tactics for warfare, containing both offensive and defensive principles within its structure.
以琴弦引动音波，化为劲风飞射攻敌的奇特武功，其招式无影无形，因此难以躲避	A peculiar martial art that uses sound waves from zither strings to launch invisible gusts of force at the enemy, making its attacks extremely difficult to evade.
借助轻功与内劲吸附，在墙面游行之轻功，精通此术者于广厦高墙上亦能如履平地	A Movement Art that adheres to wall surfaces using Movement Art and inner force absorption; the adept can move across towering walls as if on flat ground
健体强身之苦修功法，相传修习者日啖牛肉数斤而不觉饱，持之日久可得熊虎之相	A grueling body-strengthening discipline; practitioners reportedly consume several jin of beef daily without feeling full — sustained over time, it produces the bearing of a bear or tiger
军队所用，可连续发射箭矢的机关弩，经神机门改进，威力和精准度都有较大提升	A military crossbow system enhanced by the Shenji Sect, capable of firing continuous bolts with improved power and accuracy.
刀出如雷霆震怒，万军辟易，破阵如碾碎蝼蚁一般，久经沙场者亦不敢挡其锋芒。	A saber technique like thunder’s wrath—devastating enough to scatter armies; battle-hardened warriors dare not block its edge.
吐纳功之进阶功法，于吐纳之时引气归元，使内力达到循环往复，生生不息之功效	An advanced breathing art; while exhaling and inhaling, qi is guided back to its origin, creating a self-sustaining cycle of inner force
在空气流通之清静室内，屏息凝神，盘腿打坐之法，有修身养性，锻炼心智之功效	A sweeping, grand brush-style martial method. Amid extravagant feints lie decisive strikes targeting vital acupoints; once executed, no target is missed.
如同乌黑树叶一般的飞镖，颇有几分重量，在夜间或树林中射出，常人人难以察觉	Heavy dark-leaf-shaped darts that are nearly invisible when thrown at night or through trees
如雪花纷飞洒出银屑攻敌之法，其功效与石灰粉相似，着之者目不能视，泪流不止	Scatters silver powder like flying snowflakes to attack the enemy; its effect is similar to lime powder — contact causes blindness and uncontrollable tears
将全身力道绷紧，用以抵抗乃至反弹来袭的攻势，因蓄力时身形弯曲如龟壳而闻名	Tenses the whole body's force to resist and deflect incoming attacks; named for the turtle-shell posture assumed while gathering Strength
将内息灌注周身经脉，用以抵挡攻击的防御法门，需有深厚内力根基方能发挥功效	Channels inner breath through all the body's meridians to resist attacks; requires a deep inner force foundation to be effective
情势危急之时使出，足以力挽狂澜的挥戈之术，传说鲁阳公曾以此法逼退空中烈日	A ge technique deployed in desperate moments, capable of turning the tide; legend says that Lord Luyang once used it to force the blazing sun to retreat across the sky
指点武功(<color=#8C8C8C>通易</color>[神机门])	Teach Martial Arts(<color=#8C8C8C>Easy Pass</color>[Shenji School]
攻守兼备之刀招，一经使用，四面八方皆为刀光所笼罩，需要相当高超的用刀技巧	A well-rounded blade technique; once deployed, blade-light covers all eight directions, requiring considerable skill to wield
效仿百兽形意之刀法，其招式威猛霸道，颇具熊虎之姿，对修习者的体魄大有裨益	A blade art imitating the spirit-forms of a hundred beasts; its moves are fierce and domineering with the bearing of bears and tigers, greatly benefiting the practitioner's physique
本是行伍中短钢鞭路数，被化用在长鞭之上，每一鞭挥出皆是孔武有力，威力不俗	Originally a short steel whip method from the military; adapted for the long whip, every stroke carries formidable power
本用于惩罚犯戒僧众的佛门鞭式，也可做苦修之法，对使用者的内力修为要求较高	Originally a Buddhist whip method used to punish monks who broke precepts; also used as a harsh training method, requiring a relatively high inner force foundation
此功法修炼者腰身与四肢极为柔韧，遇敌起舞，如迎风摆柳，或攻或守，灵活异常	The practitioner's waist and limbs are extremely supple; when facing enemies, they move like willows in the wind, shifting between offense and defense with fluid agility
此杵法招式精深，攻守兼备，进能降服恶魔，故称大威，退能护佑良善，故称大德	A vajra staff technique of profound depth, balancing offense and defense. When attacking, it subdues demons; when withdrawing, it protects the righteous—hence its dual names of “Great Might” and “Great Virtue.”
此棍法以攻代守，全力狂舞之时，棍影遮天蔽日，旨在以舍身之势压倒敌人的战意	This staff art attacks in place of defending; when fully unleashed, the staff shadow blots out the sky, aiming to overwhelm the enemy's fighting spirit through sheer commitment
此棍法取大圣闹天宫之意，挥洒自若，汹涌滂湃，棍扫过处，纵十万天兵亦不能当	This staff art draws from the spirit of the Great Sage rampaging through the Heavenly Palace; free and surging — where the staff sweeps, not even ten thousand heavenly soldiers can stand
此棍法注重灵活迅速，因此以短棍为优，棍势如同蟠龙环游周身，使敌人莫能近前	A staff art emphasizing agility and speed, best with a short staff; the staff force circles the body like a coiling dragon, keeping enemies at bay
此蛊虫状如小蛇，阴寒至极，能够钻入目标体内顺血脉而行，阻塞内息，啮咬内脏	This gu creature resembles a small snake and is extremely yin and cold; it can burrow into the target's body and travel through the blood vessels, blocking inner breath and gnawing at the internal organs
此针灸之法专门医治心脉重疾，对于气血亏虚之人大有裨益，亦有安定心神之功效	An acupuncture method specifically for treating serious heart meridian illnesses; greatly beneficial for those with deficient qi and blood, and also calms the spirit
江湖传闻身中此符者，绝无生还之可能，真可谓阎王要你三更死，断不留人到五更	A talismanic technique said in legend that anyone struck by it has no chance of survival, as if even Yama (the ruler of the underworld) decrees death at the third watch.
注重内功修为之剑法，其内劲收发方式繁多且可以自由组合，因此得“无量”之名	A sword art that emphasizes inner cultivation; its methods of releasing and gathering inner force are numerous and freely combinable, earning it the name Wuliang — boundless
状如枣核的铁钉，便于携带隐藏，传说高手可从口中吐出，专攻面门令人防不胜防	Iron nails shaped like jujube pits; easy to conceal, and masters can reportedly spit them from the mouth, targeting the face in a way that is nearly impossible to guard against
猛将应对盾牌之法，如烈火燎原，狂猛高速不断刺击，再严密之防御也难掩其锋芒	A fierce general's method for dealing with shields; like wildfire spreading across a plain — relentless high-speed thrusting that no defense can withstand
短打拳法，其动作刚猛，招式朴实无华但发力迅速。由体质刚健者使出，威力更大	A powerful short-range fist art with plain but fast techniques; even more effective when used by someone with a strong constitution
细如牛毛之钢针，一次发出多枚，威力不足以伤人性命，却能扰人心智，阻人血脉	Steel needles as fine as ox hair; multiple are fired at once, too weak to take a life but capable of disturbing the mind and blocking blood flow
药王孙思邈所传之针灸术，以毫针捻转提插，刺激穴位，从而疏经通络，活血化瘀	An acupuncture method passed down by the Medicine King Sun Simiao; the needle is twisted, lifted, and inserted to stimulate acupoints, unblocking meridians and activating blood circulation
街边乞丐一遍以筷子敲碗，一遍所唱之歌谣，其吐字换气中暗含丐帮入门内功心法	A street beggar's song tapped out with chopsticks on a bowl; the breath control and articulation conceal the Beggars Sect's entry-level inner art
装有火药和发烟物的球形暗器，掷出后会引起小幅爆炸，并产生大量烟雾迷惑敌人	A spherical explosive device filled with gunpowder and smoke agents. Upon detonation, it produces a small blast and thick smoke to disorient enemies.
设有各式医疗工具和常见药材，供本门弟子寻医问药，疗养伤病，康复元气之所。	A facility equipped with medical tools and herbs for treating injuries and restoring vitality.
这<color=#9A7CFF>十六路青龙戟</color>乃我成名绝学	This<color=#9A7CFF>Sixteen-Pronged Green Dragon Halberd</color>It's my renowned masterpiece.
这套剑招灵巧绵密，如同云雾般无孔不入，无处不在，不需内功基础便能发挥效力	Agile and relentless like mist — pervasive and inescapable; requires no inner art foundation to be effective
通过经脉运转，提高身体温度的瑜伽法门，在金刚宗所处的高原苦寒之地多有流传	A yogic method that raises body temperature by circulating energy through the meridians. It is commonly practiced in the harsh high-altitude regions where the Vajra Sect resides.
道家上乘内功，将体内五气经过任督二脉汇聚于脑海，可去人间烦恼，入极乐幻境	A high Daoist inner art that gathers the five inner qi through the governing and conception vessels to the crown of the head; it dispels worldly troubles and leads the practitioner into a blissful state
铸剑山庄基础心法，如同打铁一般撞击锤炼丹田内息的功法，需运功百次方能练成	The foundational heart method of Sword Forging Villa; an art of striking and tempering the dantian's inner breath like forging iron — requires a hundred cycles to complete
铸剑山庄进阶心法，如同打铁一般撞击锤炼丹田内息的功法，需运功千次方能练成	An advanced heart method of Sword Forging Villa; an art of striking and tempering the dantian's inner breath like forging iron — requires a thousand cycles to complete
集中全身力道冲撞之步法，纵使面对铜墙铁壁，亦能力破千军，如架战车长驱直入	A footwork method that concentrates the whole body's force for a ramming charge; even against walls of bronze and iron, it can break through ten thousand soldiers — like driving a war chariot straight forward
Jin Woo<color=#B40000>内力-50</color>	Jin Woo<color=#B40000>Inner Force -50</color>
Jin Woo<color=#B40000>生命-25</color>	Jin Woo<color=#B40000>Health -25</color>
一种独特的运劲技巧，将内力冲击通过实体传导，功力深厚者可以一拳击飞数人	A unique force technique that transmits inner force impact through solid objects; those with deep power can knock several people flying with one punch
一门大开大合的进攻性鞭法，功力深厚者可以一鞭击碎岩石，足见其力道之刚猛	A forceful offensive whip art; the powerful can shatter rock with a single stroke
专攻人体周身紧要死穴的狠毒指法，中招者五内翻滚，经脉逆行，如坠九幽黄泉	A vicious finger method targeting the body's critical death acupoints throughout; those struck find their organs in turmoil and meridians reversed, as if falling into the nine depths of the underworld
举刀砍劈敌人上盘之刀法，招式简单以力量取胜，抵挡不及者难免头颈遭受重创	A blade art of chopping at the enemy's upper section; the moves are simple and win through strength — those who fail to block risk severe damage to the head and neck
举剑过头顶，自上而下连续刺击之剑术，如天山飞瀑倾泻而落，以强劲力道取胜	A downward continuous thrusting sword technique resembling a waterfall plunging from the heavens, relying on overwhelming force.
以巨斧迎头重劈的奇门招式，伴以怒吼之声増其声威，如盘古开天地般势不可挡	An exotic heavy-axe technique that brings the blade crashing down with a battle cry to amplify its might — unstoppable as Pangu splitting heaven and earth
双手持刀，以全身之力快速劈出刀招，刀锋隐隐有雷鸣之声，乃是劈空刀气所致	Two hands grip the blade, and the full body's force drives rapid chopping strokes; the faint thunder-like sound from the blade's edge is caused by the cleaving sword qi
名将所传，隐于诗词之绝技。练成此功者体魄心智均如脱胎换骨、神仙再造一般	A supreme technique passed down by a famous general, hidden within poetry and verse; those who master it undergo a complete transformation of body and spirit, as if reborn
在九宫格阵中按五行生克移动之法，能够提升修习者下盘灵活以及奇门数术功力	A martial philosophy where subtle teachings contain profound meaning. Each technique appears simple but hides layers of offense and defense only the wise can decipher.
在布置成梅花形的木桩上修炼步法，随功力渐进，木桩也会不断增高至五尺有余	Trains footwork on plum-blossom-shaped wooden posts that grow taller as skill improves, eventually exceeding five chi
地痞流氓常用武功，章法散漫，好似胡打乱挥一气，却也能唬住一些武功低微者	A technique commonly used by street thugs; seemingly random and wild, yet capable of intimidating those with little martial skill
安定心神，提振胆魄之法，可使惊慌失措之人顿生豪气，旁人看来有如关公附体	A method for calming the spirit and bolstering courage; those in a panic suddenly feel a surge of heroic energy — to onlookers it seems as if Guan Yu himself has possessed them
将乾坤之气化于胸腹之中，即便是寻常招式，也可于瞬息之间发挥出惊人的威力	A method of condensing cosmic qi into the chest and abdomen, allowing even ordinary techniques to unleash tremendous power in an instant.
将铁钩绑在手上运用的功法，使用时以钩代手，势如蜈蚣，蜿蜒诡谲，无孔不入	Binds iron hooks to the hands; the user strikes with hooks instead of fists, winding and deceptive like a centipede
小巧的蛇形锥刺，便于携带隐藏，使用起来防不胜防，威力不俗且带有些微毒性	Small snake-shaped awls that are easy to conceal and use; hard to guard against, with decent power and a mild toxin
屏息静气，全神贯注于耳部，从而增强听力之法，能听闻并定位周围微小的声响	A breathing discipline focused entirely on the ears. By concentrating awareness there, the practitioner greatly enhances hearing and can detect and locate even the faintest sounds nearby.
招法优雅灵动，落花流水般倾泻而下，而剑招中暗含的内力更是能够伤人于无形	Elegant and fluid, cascading like falling flowers and flowing water; the hidden inner force within the moves injures the enemy invisibly
有四只白蹄的纯黑色骏马，其先祖位列唐太宗六骏，被赞为倚天长剑，追风骏足	A pure black horse with four white hooves; its ancestor was one of Taizong's Six Steeds, praised as a sword reaching heaven and hooves chasing the wind.
此拳法手型独特，如螳螂前爪般勾起，招式灵活迅速，讲求以螳螂捕蝉之势制敌	Features a distinctive hand shape hooked like a mantis foreleg; moves are swift and agile, seeking to catch the enemy as a mantis catches a cicada
泰山高手留下的内家心法，其内力奔流之势雄浑磅礴，有如泰山压顶，能敌百人	An inner heart method left by a Taishan master; its inner force surges with overwhelming momentum like Taishan pressing down, capable of overwhelming a hundred enemies
清风徐来，水波不兴，此剑法不急不躁，舒缓平稳，旨在锻炼经脉而非逞强伤人	A gentle breeze stirs, the water ripples not — this sword art is unhurried and steady, aimed at conditioning the meridians rather than overpowering opponents
猛将所传，刀势自下而上攻击骑兵之招数，据说由臂力惊人者使用，能挑飞战马	Passed down by a fierce general; the blade strikes upward to target mounted enemies — said to send war horses flying when used by someone with extraordinary arm strength
用拳脚和身体击打冲撞砖墙的硬功修行之法，墙壁破碎坍塌之日，便是功成之时	A hard qigong discipline of striking and ramming brick walls with hands, feet, and body; the art is complete when the wall crumbles and collapses
腾空而起，快速左右横移之步法，因其发力迅速，能够躲避各种常见招式的攻击	A footwork technique of leaping into the air and rapidly shifting left and right. Its explosive initiation allows the practitioner to evade a wide range of common attacks.
蕴含道家修真法门的内功典籍，讲求清静无为，归根复命，资质凡俗者颇难参悟	An inner art classic embodying Daoist cultivation principles of stillness and returning to the root; difficult for those of ordinary talent to comprehend
踩在冰面上以五指取冰之法，不仅需维持腿脚之平衡，手部抓握力道亦不能松懈	A balance-and-grip training method practiced on ice, requiring practitioners to maintain stability on slippery surfaces while also applying precise hand strength.
轻快迅捷之刀法，施展时闪烁刀光覆盖周身，犹如身披羽衣，寻常拳脚不能近之	A light and swift blade art; when deployed, flickering blade-light covers the entire body like wearing a feathered robe — ordinary fists and feet cannot get close
这<color=#2779FA>泼墨成画功</color>乃我成名绝学	This<color=#2779FA>Ink Painting Technique</color>It's my renowned masterpiece.
这<color=#FF8C06>日月明光掌</color>你能否抵挡？	This<color=#FF8C06>Sun Moon Bright Palm</color>Can you withstand it?
这<color=#FF8C06>镇魔斩妖刀</color>你能否抵挡？	This<color=#FF8C06>Demon-Slaying Sword of Exorcism</color>Can you withstand it?
钟离权所创蓬莱派修真心法，内含阴阳调和，修生养息，运气御剑等基础之法门	A cultivation technique created by Zhongli Quan, emphasizing yin-yang harmony and foundational qi control for healing, energy circulation, and sword guidance.
阅读《<color=#8C8C8C>太祖长拳</color>》中...	Read the <color=#8C8C8C>Great Ancestor Long Fist</color>》In...
需要双手握刀的刀法，以身催刀，刀随身转，使用者悟性越高，刀势越难于预料	A two-handed blade art that uses the body to drive the blade; the more perceptive the user, the more unpredictable the blade
高人观泰山五大夫松所创之剑法，其剑势如苍松挺直，古朴沉稳，讲求以静制动	Created by a master observing the five Grandee Pines of Taishan; the sword force is like a straight ancient pine — composed and still, overcoming motion with stillness
一字电剑剑势喜直，将全身力道集中一线击出，不留防御后手，自然快如闪电	The Single Character Lightning Sword favors straight thrusts, concentrating all force into one line with no defensive follow-up — naturally fast as lightning
从推拿手法中演化而来，以巧劲攻敌软弱之处，也能借反冲力道畅通自身气血	Evolved from tuina massage techniques; uses clever force to strike the enemy's weak points, and can also use the rebound force to unblock one's own qi and blood
以人体为画布，以穴位为着墨之处的奇门绘画武功，能快速点指敌人多处穴位	A strange martial art that uses the human body as a canvas, striking acupoints as if painting, allowing rapid and precise disruption of multiple vital points.
以内劲攻击人体关键穴位之指法，中招者血流淤塞，经脉受阻，只得任人鱼肉	A finger method that attacks key acupoints with inner force; those struck find blood flow stagnant and meridians blocked, left entirely at the mercy of the attacker
以灵巧手法抛出大量粹毒铁砂，一旦接触皮肤或眼睛，便疼痛难忍，无法再战	Throws a large quantity of poison-laced iron sand with nimble technique; contact with skin or eyes causes unbearable pain, rendering the victim unable to fight
以高强内力催动之轻功，可在空中快速行进，周身真气萦绕如同腾云驾雾一般	A high-level Movement Art powered by strong Inner Force, allowing the practitioner to move through the air as if riding clouds.
传自天竺的瑜伽柔术，可使全身筋骨关节柔软如棉，团缩后身形几乎减小一半	A flexible Indian yogic art that renders the joints and bones soft and pliable, allowing the body to fold into unusually compact forms.
传闻是西楚霸王项羽被困垓下时领悟出的最后招式，奈何因其败亡而最终失传	A final move allegedly realized by Xiang Yu at the Battle of Gaixia; it was never passed down due to his ultimate defeat and death.
凶狠诡谲之鞭法，形同五鬼缠绕敌身，不断撕扯其皮肉，逃避不掉亦甩脱不开	A vicious and uncanny whip technique resembling five ghostly spirits entangling the opponent, tearing relentlessly and impossible to shake off.
分为七式，将北斗七星之方位与运行规律蕴含其中，招式精妙非凡，常人难解	Divided into seven forms embodying the positions and movements of the Big Dipper; exquisitely refined and difficult for ordinary people to understand
双手上下翻转，如同龙飞凤舞，颇为好看，其实暗含巨大力道，不能掉以轻心	Both hands flip and turn like a dancing dragon and phoenix — visually impressive, but concealing enormous force not to be taken lightly
合掌迎击的防御掌法，双掌相合后虽灵活性下降，但其重击能令敌方血脉不畅	A defensive palm art that meets attacks with joined palms; while flexibility decreases, its heavy strikes can disrupt the enemy's blood flow
天山苦寒，积雪深厚，外门弟子在山道上洒扫庭除，挑水担柴，颇要几分脚力	Due to the harsh snowy environment of the Tianshan mountains, outer disciples are tasked with sweeping, carrying water, and gathering firewood along steep mountain paths, developing endurance and footwork.
宇文极获得了 <color=#2779FA>逐浪刀法</color>	Yuwen JiObtained <color=#2779FA>Wave Chasing Blade</color>
将下盘以磐石之劲道扎根地面的硬功绝技，可增强身体平衡和腿脚抗击打能力	A hard-body technique that anchors the lower stance like a stone, greatly enhancing balance and resistance to leg attacks.
将寒冷内息注入他人体内之咒术，可令其气血冰凝，经脉淤阻，周身寒气弥散	An incantation that injects cold inner breath into another person's body, causing their qi and blood to freeze, meridians to stagnate, and cold qi to spread throughout
屏息静气，全神贯注于眼部，从而增强视力之法，能看清远处高速移动的物体	A vision-focused breathing discipline that enhances eyesight, allowing the practitioner to track fast-moving distant objects.
当朝皇帝所居之宫殿，虽几经战乱焚毁太半，依旧气势恢宏，极具王者气象。	The emperor’s residence, grand and majestic despite historical destruction.
新的江湖传闻：<color=#FD1430>武学奇才</color>	New rumors in the world of martial arts：<color=#FD1430>A genius in martial arts</color>
本地开山凿石，探寻矿脉之处，区域所有者可在此开采矿石，以供门派使用。	A mining site for extracting Ore.
本地森林繁茂，树木茁壮之处，区域所有者可在此砍伐木材，以供门派使用。	A wooded area used for harvesting timber for sect construction and crafting.
本地种植药草，栽培异花之处，区域所有者可在此采摘药材，以供门派使用。	A cultivation area for Herbs and rare plants.
本地耕种粮食，养殖放牧之处，区域所有者可在此收取粮食，以供门派使用。	An agricultural area for growing crops and raising livestock to supply Food.
本地银两兑换，典当放债之处，区域所有者可在此赚取银两，以供门派使用。	A place for currency exchange and lending, generating income for the sect.
本是佛门惩罚犯戒僧众的杖法，被江湖人士用以对敌，容易命中，但威力不足	Originally a Buddhist punishment staff method; adapted for jianghu combat, it is easy to land but lacks power
本是商贾招财进宝之摆件，熟铜铸就，颇有几分重量，改作暗器倒也还算趁手	Originally a merchant's good-luck ornament cast in solid copper with some weight; repurposed as a hidden weapon, it is reasonably effective
此剑招共一十八路，进退有据，快慢相合，其节奏变化往往令对敌者难以招架	Eighteen roads of sword moves with measured advance and retreat, mixing fast and slow; the rhythm changes often leave opponents struggling to respond
此剑法以气势见长，在雪地中使出时能将周围积雪扬起，挥挥洒洒随剑风飘荡	A sword style known for its imposing momentum; when used in snowy terrain, it can stir up surrounding snow, scattering it like wind-blown flakes.
此心法暗合天道，旨在颐养神智，功成后如高僧入定，泰山崩于前亦面不改色	This heart method aligns with the heavenly way and is aimed at cultivating the spirit; once mastered, the practitioner is as composed as a high monk in meditation — unmoved even by a collapsing mountain
毛色如绸缎般柔亮，体格极为健壮的黑马，霸王项羽曾骑着这种战马征伐四方	A black horse with a coat as smooth and lustrous as silk; the warlord Xiang Yu once rode its ancestor to conquer all under heaven.
注重防御之步法，其身形弯腰弓背，左挡右支，每日演练也有养生健体之功效	A defensive footwork method; the practitioner bends and stoops, blocking left and right — daily practice also benefits health and longevity
源于佛门的心神修炼之法，讲求临危不乱，神识铁铸，有如五方揭谛加持一般	A Buddhist mental training method emphasizing composure in crisis; the spirit becomes iron-forged, as if blessed by the Five Direction Jiedis
源自上古之招式，集中全身力道体魄于一点，射出惊天动地，鬼哭神嚎之一箭	An arrow technique from ancient times that concentrates the practitioner’s entire strength and physique into a single point, unleashing a devastating, soul-shaking shot.
灵巧协调之拳法，其三十六式变化多端，连环紧扣，擅长封禁敌手，避实打虚	A flexible thirty-six-form boxing system with continuous chaining variations, specializing in sealing techniques and exploiting openings in an opponent’s defense.
爆炸威力不俗，且声响震天的火药暗器，光凭借其声势便可吓退心智脆弱之人	A highly explosive hidden weapon with a loud detonation. Its sheer sound and shockwave alone are often enough to frighten away the mentally weak.
状如莲花的奇门暗器，其花瓣边缘锋利无比，可一齐飞射而出，攻击周遭敌人	A lotus-shaped exotic hidden weapon with razor-sharp petals that all fly out at once, attacking surrounding enemies
着重于锻炼身体柔坚韧的功法，练成者的关节与肢体能以极大的幅度弯曲摆动	Focuses on training flexibility; the adept's joints and limbs can bend and sway to an extraordinary degree
绕圣山转圈而行的祭祀之法，由于需一路翻山越岭，颇为考验虔诚之心和脚力	A ritual practice of circling a sacred mountain, requiring the practitioner to traverse rugged terrain. It is a test of both devotion and physical endurance.
自由无碍，随心所欲移动现身之本领，不论重峦叠嶂或刀枪障碍皆可轻易翻过	A movement skill of effortless freedom, allowing the practitioner to traverse mountains, obstacles, and weapon barrages with ease.
茅山派最为闻名的奇门功法，引动阴阳内息剧烈摩擦碰撞，产生雷电攻击敌人	The most famous exotic art of the Maoshan Sect; drives yin and yang inner breath into violent friction and collision to generate lightning that strikes the enemy
茅山派集中神智，使耳聪目明之法，被民间讹传为眼睛伸长，耳朵飞出的仙术	A Maoshan method for concentrating the mind to sharpen hearing and vision; folk legend has garbled this into a magical art of extending the eyes and flying out the ears
行伍猛士所使的挥戈术，专破敌人防御，凭其惊人力道，可轻易啄开寻常甲盾	A ge strike art used by fierce military warriors; specializes in breaking the enemy's defense — with tremendous force, it can easily peck open ordinary armor and shields
这<color=#FF8C06>春秋笔法</color>乃我成名绝学	This<color=#FF8C06>Spring and Autumn Annals technique</color>It's my renowned masterpiece.
长乐帮正式弟子有时需要迎送贵客，此时摆出知足常乐之笑脸，方为生财之道	Formal Changle Gang disciples sometimes receive distinguished guests; greeting them with a content and joyful smile is the way to prosperity
长白山人观察野狐缠斗猎犬而悟出的拳法，招式多为虚招，意在智取而非力胜	A fist art devised by observing a wild fox entangle a hunting dog in the Changbai Mountains; most moves are feints, aiming to outwit rather than overpower
霹雳堂流出的火药法，经黑道高手改造后体积更小，出手更快，令人防不胜防	A firework technique derived from the Thunderbolt Sect, refined by underworld experts to become smaller and faster, making it even harder to defend against.
<color=#00B400>剑法威力+11.2%</color>	<color=#00B400>Sword Power +11.2%</color>
<color=#00B400>奇门威力+22.2%</color>	<color=#00B400>Qimen Power +22.2%</color>
<color=#00B400>实战经验+17.5%</color>	<color=#00B400>Combat Experience +17.5%</color>
<color=#00B400>本门武学威力+20%</color>	<color=#00B400>This school's martial arts power +20%</color>
<color=#00B400>理论经验+17.5%</color>	<color=#00B400>Theoretical Experience +17.5%</color>
<color=#00B400>理论经验+18.5%</color>	<color=#00B400>Theory Experience +18.5%</color>
一双手掌如同铁琵琶一般环抱身前，防御滴水不漏，令敌人难寻破绽之掌法	A palm art where both hands circle in front like an iron pipa; defense is airtight, leaving the enemy no opening to exploit
专攻敌人心胸部位之钢钉，较之其他暗器要锋利沉重许多，因此穿透力不俗	A steel nail specifically targeting the enemy's chest and heart; heavier and sharper than other hidden weapons, with excellent penetrating power
主修翻滚腾跃之轻功功法，使用者身形上下回转之间，更容易避开敌人攻击	A Movement Art focused on rolling and leaping; the user's body rotates up and down, making it easier to evade attacks
京城守卫禁军所习之入门内功心法，与武林中人的内功相比，颇为简单直接	The entry-level inner art practiced by the Imperial Guard defending the capital; compared to the inner arts of jianghu practitioners, it is quite simple and direct
仿照手戟制成的暗器，可作近身格斗之用，关键时刻掷出，威力也不容小觑	A hidden weapon modeled on a hand halberd; usable in close combat, and when thrown at a critical moment, its power is not to be underestimated
刺客所用，以诡异多变，悄无声息的快刀闻名，招式如阴风阵阵，杀意凛然	A footwork used by assassins; famous for its strange, unpredictable, and utterly silent swift blade — its moves are like a chill wind, chilling with killing intent
剑招中饱含泼墨挥毫的潇洒之意，相传乃是剑术名家观颜真卿书法领悟而成	Full of the free-spirited feeling of dashing ink and sweeping brushstrokes; said to have been inspired by a sword master watching the calligraphy of Yan Zhenqing
古门派点苍遗留之剑谱，大巧不工，重剑无锋，招式之中颇有古朴归真之意	A sword manual left behind by an ancient sect at Diancang; great skill lies in simplicity, a heavy sword needs no edge — the moves carry an ancient, unadorned quality
可识得此招<color=#FD1430>杀人刀法</color>？	Do you recognize this move?<color=#FD1430>Murderous Blade</color>？
