# Generated rules
^(?<p1>[\\s\\S]+?)，<b>每月一日的门派会议</b>已经开始。\n记得尽早去<b>正厅</b>参会，可别让师傅等急了。$	${p1}，<b>Sect meeting on the first day of the month </b>It has begun\nRemember to go early <b>Main Hall </b>Attend the meeting and don't make Master wait impatiently.	每月一日的门派会议
^(?<p1>[\\s\\S]+?)，我(?<p2>[\\s\\S]+?)近来一路攻城略地，势如破竹，\n时至今日，已占据了天下半壁江山。$	${p1}, your ${p2} has been advancing and capturing territories with unstoppable momentum.\nBy today, they have already taken control of half of the realm.	已占据了天下半壁江山
^(?<p1>[\\s\\S]+?)，我近来心生退隐江湖之意，只是此次一别恐怕再难相见。还望本月之内，(?<p2>[\\s\\S]+?)能来与吾道别，也不枉往日一番情谊。$	${p1}, lately I have harbored the thought of retiring from the Jianghu, but this time our parting may be forever. I hope that ${p1} can come to bid me farewell within this month, to not tarnish the good times of the past.	只是此次一别恐怕再难相见
^(?<p1>[\\s\\S]+?)，新年好呀！$	${p1}, happy New Year!	新年好呀
^(?<p1>[\\s\\S]+?)，来的正巧，本掌门正准备上台比试。\n你不妨也一道向各大门派高手讨教讨教，定会对日后修炼大有裨益。$	${p1}, you come at the right time; I was just about to step onto the stage to compete.\nYou might also benefit greatly from consulting the experts of the various sects.	你不妨也一道向各大门派高手讨教讨教
^(?<p1>[\\s\\S]+?)，说来惭愧。近日我一时失手，被(?<p2>[\\s\\S]+?)抓入狱中，眼下正关押在(?<p3>[\\s\\S]+?)。\n你若得空不妨来探望一番，也好一解我困坐囹圄之苦。$	${p1}, I must admit, I feel rather ashamed. Lately, I inadvertently mishandled something.${p2} Captured and imprisoned, he is currently being held in prison.${p3}。\nYou may drop by if you have the time; it would help ease my suffering of being confined here.	你若得空不妨来探望一番
^(?<p1>[\\s\\S]+?)？原来你也在寻找宝藏啊！\n我也是听闻此地宝藏之风声，所以前来探查的。$	${p1}? You were looking for treasure too!\nI too came to investigate the rumors of treasure in these parts.	我也是听闻此地宝藏之风声
^(?<p1>[\\s\\S]+?)？真是老天开眼！\n我两正欲剿灭这伙恶贼，奈何敌方人多势众，一时落了下风。$	${p1}? Truly, it's a blessing from the heavens!\nWe were just about to eliminate this gang of villains, but alas, their numbers were too great, and we temporarily fell behind.	我两正欲剿灭这伙恶贼
^(?<p1>[\\s\\S]+?)？能在此相遇真是有缘。\n想来你也是听闻消息，前来观看我俩切磋的吧。$	${p1}? It's truly fated that we meet here.\nI bet you're here to watch our spar based on the news you've heard.	前来观看我俩切磋的吧
^(?<p1>[\\s\\S]+?)有事出远门了吗？\n也罢也罢，那我改日再寻他好了。$	${p1} are you on a long trip?\nWell, well, I'll find him another day	那我改日再寻他好了
^(?<p1>[\\s\\S]+?)功绩$	${p1} Achievements	功绩
^(?<p1>[\\s\\S]+?)弟子武艺高强，阵容整肃，我等自愧不如。\n希望你我两派弟子回去后反思总结，勤加修炼，日后再一较高下。\n告辞了！$	${p1} disciples are highly skilled in martial arts and their formation is well-organized; we cannot compare to them.\nI hope that both our disciples reflect and improve upon their training upon returning. Let's test our skills again in the future.\nGoodbye!	希望你我两派弟子回去后反思总结
^(?<p1>[\\s\\S]+?)弟子确实有两下子，侥幸得胜。只是主场优势之下，难免胜之不武！\n我等回去后自会勤加修炼，日后再来一决胜负，告辞了！$	${p1}'s disciple indeed has some skill, managing to win by chance. However, with the home advantage, it's hard to say the victory is honorable!\nWe will diligently cultivate when we return, and we can have another decisive battle another day. Farewell!	我等回去后自会勤加修炼
^(?<p1>[\\s\\S]+?)好感$	${p1}'s goodwill	好感
^(?<p1>[\\s\\S]+?)不仅通晓理论，实战功力也是不俗。\n此战令我大有收获，还望(?<p2>[\\s\\S]+?)日后多加指点，在此谢过！$	${p1} not only understands the theories well, but also possesses formidable practical skills.\nThis battle has greatly benefited me, and I look forward to ${p1} offering more guidance in the future. Thank you!	实战功力也是不俗
^(?<p1>[\\s\\S]+?)不必心灰意冷，需知魔高一尺道高一丈。\n只要吾辈中，像(?<p2>[\\s\\S]+?)这样的侠义之士不灭，\n这天下终有海晏河清的一天！$	${p1} don't lose heart; remember that while magic is one step ahead, wisdom is ten steps forward.\nAs long as righteous warriors like ${p2} are not extinguished among us,\nThere will finally be a day when the rivers and seas are clear!	这天下终有海晏河清的一天
^(?<p1>[\\s\\S]+?)举办宴会，怎能少了我捧场？\n有什么需要帮忙的，只管开口便是。$	${p1} hosting an banquet, how could I miss out on this?\nIf there's anything you need help with, just let me know.	有什么需要帮忙的
^(?<p1>[\\s\\S]+?)举办宴会，我怎能不来？\n哈哈哈，若能在此遇上其他熟人，那可就热闹了！$	${p1} hosts a banquet; how could I not come?\nHaha, if we could run into other acquaintances here, that would be lively!	若能在此遇上其他熟人
^(?<p1>[\\s\\S]+?)你武艺不精，又何苦强为人出头？\n罢了罢了，念在你俩同门情谊，我便饶(?<p2>[\\s\\S]+?)一次！$	${p1}, your fighting skills are not good. Why force yourself to stick up for others?\nWell, well, considering the bond between you two as fellow disciples, I'll spare ${p2} this time!	又何苦强为人出头
^(?<p1>[\\s\\S]+?)先运起硬功，这一锤下来若是落得个重伤吐血，可怪我不得啊！\n（这(?<p2>[\\s\\S]+?)与我素来(?<p3>[\\s\\S]+?)，这出锤用上(?<p4>[\\s\\S]+?)成力气便是。）$	${p1} first activates his hard cultivation technique. If this hammer strike results in severe injuries and spitting blood, don't blame me!\n(This ${p1} has never gotten along with me...${p3}, Use this hammer ${p4} It is the essence energy)	这一锤下来若是落得个重伤吐血
^(?<p1>[\\s\\S]+?)先运起轻功，若是被远远赶超过去，可怪我不得啊！\n（这(?<p2>[\\s\\S]+?)与我素来(?<p3>[\\s\\S]+?)，这腿脚用上(?<p4>[\\s\\S]+?)成功力便是。）$	${p1} first summon your Qinggong. If I am left far behind, do not blame me!\n(This ${p1} has never gotten along with me...${p3}, Put those legs to use ${p4} Success lies in that)	若是被远远赶超过去
^(?<p1>[\\s\\S]+?)口才如此不济，又何必学人开坛讲经说书？\n只怕惹父老乡亲们耻笑啊！$	${p1} with such poor eloquence, why imitate others and hold lectures or tell stories?\nFearing ridicule from fellow villagers!	又何必学人开坛讲经说书
^(?<p1>[\\s\\S]+?)和(?<p2>[\\s\\S]+?)二位春光满面，笑语盈盈，真是人逢喜事精神爽！\n收下这件(?<p3>[\\s\\S]+?)，我也好沾沾你们的喜气，哈哈！$	${p1} and ${p2} The two of them have beaming smiles and their laughter is abundant, truly a sign of good fortune bringing out one's willpower!\nAccept this ${p3}, and maybe I'll share a bit of your good fortune, ha ha!	我也好沾沾你们的喜气
^(?<p1>[\\s\\S]+?)在上，受我一拜！\n我此后必当赴汤蹈火，为(?<p2>[\\s\\S]+?)万死不辞。$	${p1} up and receive my salute!\nI shall henceforth risk boiling water and blazing fire for ${p2}, facing death a thousand times without hesitation.	我此后必当赴汤蹈火
^(?<p1>[\\s\\S]+?)在这儿大摆宴席，想必是遇上啥喜事了，\n等会可得和我好好说道说道。$	${p1} is hosting a banquet here; he must be celebrating some good news.\nYou'll have to talk to me properly later.	等会可得和我好好说道说道
^(?<p1>[\\s\\S]+?)平日嬉笑怒骂，玩世不恭。\n没想到也有这般细腻心思，只怕要对你刮目相看了\\.\\.\\.\\.\\.\\.$	${p1} laughed and joked around in his usual irreverent manner, showing no respect to the world.\nI never expected such delicate consideration from you; I must admit you impress me...	没想到也有这般细腻心思
^(?<p1>[\\s\\S]+?)急公好义，令人佩服！\n等下次发了月俸，一定请你喝酒。$	${p1} is so public-spirited and righteous, it's truly admirable!\nNext time I get my monthly salary, I'll definitely treat you to a drink.	等下次发了月俸
^(?<p1>[\\s\\S]+?)愿替(?<p2>[\\s\\S]+?)还清欠款？\n当真爽快，那我也不多做打扰了，告辞！$	${p1} willing to pay off ${p2}'s debt for them?\nTruly refreshing. I won't bother you any further then. Goodbye!	那我也不多做打扰了
^(?<p1>[\\s\\S]+?)所言虽句句在理，奈何纸上得来终觉浅。\n若你我二人能实战切磋一番，验证此前所言，就再好不过了。$	${p1} makes a valid point, but as the saying goes, one learns best by doing.\nIf we could spar in a real match to verify what we have spoken of, that would be perfect.	若你我二人能实战切磋一番
^(?<p1>[\\s\\S]+?)有心了，这礼物意义非凡。\n我定会贴身收藏，形影不离。$	${p1}, this gift holds great significance\nI will keep it close to my person, never out of sight.	这礼物意义非凡
^(?<p1>[\\s\\S]+?)武功着实高强，\n山外有山，人外有人，看来我还需继续精进。$	${p1}'s martial arts skills are quite formidable\nBeyond the mountain lies another mountain, and beyond people lies more people. It seems I still need to continue improving.	看来我还需继续精进
^(?<p1>[\\s\\S]+?)武功着实高强，山外有山，人外有人，看来我等还需继续精进。$	${p1}'s martial arts are indeed formidable. Beyond the mountains, there are always greater heights; beyond people, there are always greater talents. It seems we still need to continue improving ourselves.	看来我等还需继续精进
^(?<p1>[\\s\\S]+?)武功着实高强，山外有山，人外有人，看来我还需继续精进。$	${p1}'s martial arts are indeed formidable. There's always more to learn beyond the mountain, and people always have room for improvement. Looks like I still need to refine my skills further.	看来我还需继续精进
^(?<p1>[\\s\\S]+?)武功竟如此高强，佩服佩服！\n我自认武艺难逢敌手，看来不过是夜郎自大而已。$	${p1}'s martial arts are so powerful! I'm impressed!\nI believed my martial arts were unmatched, but it seems I was merely overestimating myself.	看来不过是夜郎自大而已
^(?<p1>[\\s\\S]+?)武功高强，佩服佩服！\n愿赌服输，这欠款就交给你了。$	${p1} has impressive martial arts skills, I admire you!\nAccept the loss and pay your debt	这欠款就交给你了
^(?<p1>[\\s\\S]+?)武功高强，我甘拜下风！\n如今败于你手，要杀要剐悉听尊便。$	${p1} has powerful skills; I yield!\nNow defeated by your hands, I leave it to you whether to kill or punish me as you see fit.	要杀要剐悉听尊便
^(?<p1>[\\s\\S]+?)武学修为深厚，令人钦佩，\n还望日后能多加指点于我，在此谢过！$	${p1} has profound martial arts cultivation, truly deserving of admiration.\nI look forward to your future guidance. Thank you!	还望日后能多加指点于我
^(?<p1>[\\s\\S]+?)武艺高强，我技不如人，甘拜下风！\n前日之事便到此为止，告辞！$	${p1} has superb martial arts skills; I admit defeat!\nLet's leave the matters of the day before here and bid farewell!	前日之事便到此为止
^(?<p1>[\\s\\S]+?)没能将失物追回来了吗？\n哎，看来只能自认倒霉了。$	${p1} didn't manage to retrieve the lost item, I see.\nWell, it looks like I'm just going to have to accept my bad luck.	没能将失物追回来了吗
^(?<p1>[\\s\\S]+?)眼下如有空闲，不妨前去探查一番，\n若当真有所收获，可别忘了我的一份功劳啊，哈哈！$	${p1} If you have some free time, you might want to go and check it out.\nIf there is any gain, don't forget to count my contribution, haha!	可别忘了我的一份功劳啊
^(?<p1>[\\s\\S]+?)眼下如有空闲，不妨前去搜寻一番，\n若当真找到了宝藏，可别忘了我的一份功劳啊，哈哈！$	${p1} If you have some free time, you might want to go and look around.\nIf you do find the treasure, don't forget my contribution! Ha ha!	可别忘了我的一份功劳啊
^(?<p1>[\\s\\S]+?)竟千杯不醉，佩服佩服！\n我自认酒量难逢敌手，看来不过是夜郎自大而已。$	${p1} can drink countless cups without getting drunk, truly impressive!\nI pride myself on having an unbeatable tolerance for alcohol, only to realize it's merely self-delusion.	看来不过是夜郎自大而已
^(?<p1>[\\s\\S]+?)竟帮我将失物追回来了吗？哎呀，实在是万分感谢！\n改日有空，我定要请你喝酒！$	${p1} actually retrieved my lost items for me? Oh, I'm terribly grateful!\nAnother time when you're free, I'll definitely treat you to a drink!	竟帮我将失物追回来了吗
^(?<p1>[\\s\\S]+?)竟有此等口才，佩服佩服！\n愿赌服输，我这就告辞！$	${p1} has such eloquence, I'm genuinely impressed!\nAccept my defeat and I'll be on my way!	竟有此等口才
^(?<p1>[\\s\\S]+?)虽通晓理论，实战功力却尚显不足，\n我还是另寻他人指点吧。$	${p1} understands the theories well, but his practical combat skills could use some improvement.\nI'll seek guidance from someone else	我还是另寻他人指点吧
^(?<p1>[\\s\\S]+?)言辞竟如此犀利，佩服佩服！\n我自认辩才难逢敌手，看来不过是夜郎自大而已。$	${p1} your words are so sharp, I admire you!\nI boasted that I have few equals in debate, only to realize it was nothing but self-delusion.	看来不过是夜郎自大而已
^(?<p1>[\\s\\S]+?)这话说的，\n(?<p2>[\\s\\S]+?)岂是那种见异思迁，喜新厌旧之人？$	${p1} says,\n${p2} is not the kind of person who easily grows bored and discards old things for new ones.	岂是那种见异思迁
^(?<p1>[\\s\\S]+?)风采照人，(?<p2>[\\s\\S]+?)也是仪态非凡，\n天生才子佳人配，只羡鸳鸯不羡仙，当真是天作之合！\n这份(?<p3>[\\s\\S]+?)贺礼，请两位收下。$	${p1} radiates charm,${p2} Also bearing an exceptional grace\nA match made in heaven, truly a perfect union!\nThis ${p3} gift, please accept it	天生才子佳人配
^(?<p1>[\\s\\S]+?)！\\.\\.\\.\\.\\.\\.此话当真？\n\\((?<p2>[\\s\\S]+?)\\)$	${p1}!......Are you serious about that?\n(${p2})	此话当真
^(?<p1>[\\s\\S]+?)！\\.\\.\\.\\.\\.\\.此话当真？$	${p1}!......Are you serious about that?	此话当真
^(?<p1>[\\s\\S]+?)，你去年共得功绩(?<p2>[\\s\\S]+?)，乃是本门功劳第一。\n这本(?<p3>[\\s\\S]+?)秘籍是为师去年偶然所得，你拿去好好参悟吧。$	${p1}, you accumulated a total of merit points last year.${p2}, It is the top achievement of this sect.\nThis scroll, ${p3}, was a chance discovery of my teacher last year. Take it and contemplate it carefully.	秘籍是为师去年偶然所得
^(?<p1>[\\s\\S]+?)，你去年共得功绩(?<p2>[\\s\\S]+?)，乃是本门功劳第一。\n这本(?<p3>[\\s\\S]+?)秘籍是掌门我去年偶然所得，你拿去好好参悟吧。$	${p1}, you accumulated a total of merit points last year.${p2}, It is the top achievement of this sect.\nThis ${p3} manual is from last year when I, the Sect Leader, happened to obtain it. Take it and ponder it well.	秘籍是掌门我去年偶然所得
^(?<p1>[\\s\\S]+?)，我(?<p2>[\\s\\S]+?)与你(?<p3>[\\s\\S]+?)素来往日无怨，近日无仇，\n何苦要血口喷人，败坏两派关系？$	${p1}, I ${p2} With you ${p3} We have never had grievances in the past, nor any grudges recently.\nWhy ruin the relationship between the two factions by slandering others?	何苦要血口喷人
^(?<p1>[\\s\\S]+?)，要说先来后到，\n我才是第一个与(?<p2>[\\s\\S]+?)海誓山盟之人吧！$	${p1}, as for seniority,\nI was the one who vowed my allegiance to ${p2} first!	我才是第一个与
^(?<p1>[\\s\\S]+?)事务繁忙，我也有多时没有这样闲逛过街市了。\n人生苦短，去日苦多，不知(?<p2>[\\s\\S]+?)是否也有同感？$	${p1} is busy with affairs, and I haven't wandered through the market for a long time either.\nLife is short, and days pass swiftly. Don't you feel the same way, ${p2}?	我也有多时没有这样闲逛过街市了
^(?<p1>[\\s\\S]+?)一番好意我心领了。\n只是无功不受禄，无德不受宠，这番馈赠我是万万不敢接受。$	${p1}, I appreciate your kindness\nBut since I have neither merit nor virtue, I dare not accept this gift.	这番馈赠我是万万不敢接受
^(?<p1>[\\s\\S]+?)一番好意我心领了。\n只是本人还有重任在身，怕这饮酒耽误正事，故只能辞谢了。$	${p1}, I appreciate your kindness\nBut I have important matters to attend to, and fear that this drinking might delay my duties, so I must decline.	只是本人还有重任在身
^(?<p1>[\\s\\S]+?)乐善好施，侠义心肠果然名不虚传。\n此番情谊我自会铭记于心。$	${p1} is indeed as generous and righteous as his reputation suggests.\nI shall surely cherish this friendship in my heart.	此番情谊我自会铭记于心
^(?<p1>[\\s\\S]+?)休怪我手下无情，要怪就怪自己时运不济。\n明年的今天便是你的忌日，受死吧！$	${p1}, don't blame me for being ruthless. Blame your own bad luck instead.\nThis will be your anniversary of death next year, die already!	明年的今天便是你的忌日
^(?<p1>[\\s\\S]+?)似乎正在修习(?<p2>[\\s\\S]+?)啊。\n此番苦练过后，想必其功力也会有所长进。$	${p1} seems to be practicing ${p2} Ah\nAfter this intensive training, his power should certainly have improved.	想必其功力也会有所长进
^(?<p1>[\\s\\S]+?)何必如此灰心丧气？长风破浪会有时，直挂云帆济沧海。\n咱们不妨过上两招，我若是侥幸取胜，(?<p2>[\\s\\S]+?)就看在我面子上，断了这退隐江湖的念头可好？$	${p1} Why be so disheartened? There will be times when we can sail bravely, hanging clouds as sails to cross the vast sea.\nLet's exchange two moves. If I happen to win, how about ${p1} consider keeping your retirement from the Jianghu?	断了这退隐江湖的念头可好
^(?<p1>[\\s\\S]+?)何必如此灰心丧气？长风破浪会有时，直挂云帆济沧海。\n我有一席良言相劝，还望(?<p2>[\\s\\S]+?)能静心一听，断了这退隐江湖的念头。$	${p1} Why be so disheartened? There will be times when we can sail bravely, hanging clouds as sails to cross the vast sea.\nI have some good advice for you. I hope ${p1} will listen calmly and give up on that idea of retiring from the Jianghu.	断了这退隐江湖的念头
^(?<p1>[\\s\\S]+?)你三天两头就惹出些幺蛾子，到底何时能让本掌门省心？\n今天罚你挥剑一千下，不练完别想吃晚饭！$	${p1}, you keep causing trouble every other day. When will you let the Sect Leader finally have some peace?\nYou will swing the sword one thousand times as punishment. Finish it before you can have dinner!	你三天两头就惹出些幺蛾子
^(?<p1>[\\s\\S]+?)你为本门兢兢业业，恪尽职守，\n今日本掌门决定在你的功劳簿上额外记一笔，以示鼓励。$	${p1}, you have served this sect diligently and conscientiously.\nToday, the Sect Leader has decided to add an extra entry to your merit roll as encouragement.	今日本掌门决定在你的功劳簿上额外记一笔
^(?<p1>[\\s\\S]+?)你为本门出生入死，劳苦功高，\n今日本掌门决定对你进行特别嘉奖。$	${p1}, you have risked your life for our sect and worked hard to earn your place.\nToday, the Sect Leader has decided to give you a special reward.	今日本掌门决定对你进行特别嘉奖
^(?<p1>[\\s\\S]+?)你为本门出生入死，劳苦功高，奈何世道变迁，形势更易。\n如今本掌门不得不将你逐出(?<p2>[\\s\\S]+?)，望你日后能在江湖中自己闯出一片天地。$	${p1}, you have risked your life for this sect and worked hard to achieve great accomplishments. Yet, due to the changing times and shifting circumstances, you find yourself in this position.\nNow, I, Sect Leader, have no choice but to expel them.${p2}, I hope you can carve out your own territory in the Jianghu someday.	望你日后能在江湖中自己闯出一片天地
^(?<p1>[\\s\\S]+?)你为本门尽忠职守，可谓功勋卓著，\n本掌门向来唯才是举，赏罚分明，今日就特此晋升你为本门(?<p2>[\\s\\S]+?)。$	${p1}, you have faithfully served this sect, and your achievements are commendable.\nThis Sect Master always promotes based on talent and administers rewards and punishments clearly. Today, I specially promote you to be the Senior Disciple of this Sect.${p2}。	今日就特此晋升你为本门
^(?<p1>[\\s\\S]+?)你天资聪慧，志虑忠纯，是一块可造之材。\n我今日欲正式收你为徒，不知(?<p2>[\\s\\S]+?)意下如何？$	${p1}, you are wise and of pure heart. You are a talent worth cultivating.\nI wish to formally take you as my disciple today. How does ${p1} feel about it?	我今日欲正式收你为徒
^(?<p1>[\\s\\S]+?)你愁眉不展，唉声叹气，似乎有什么难言之隐，\n不知是否有我帮得上忙的地方。$	${p1} You furrow your brow and sigh, as if burdened by some unsaid worry.\nI wonder if there's anything I can help with.	不知是否有我帮得上忙的地方
^(?<p1>[\\s\\S]+?)你看上去气色不佳，印堂发黑，似乎是有隐疾在身。$	${p1} You look rather pale, with a dark hue between your brows. It seems you're harboring some hidden ailments.	你看上去气色不佳
^(?<p1>[\\s\\S]+?)先别动手！\n行走江湖正所谓朋友千个少，冤家一个多，我有几句良言，还请君一听。$	${p1}, hold on a moment!\nTravelling through the Jianghu, one learns that true friends are hard to come by while enemies seem to multiply. I have some words of wisdom, and I hope you will listen to them.	行走江湖正所谓朋友千个少
^(?<p1>[\\s\\S]+?)先吃下我这招再走！$	${p1} eat my move and go!	先吃下我这招再走
^(?<p1>[\\s\\S]+?)劲大力沉，我虽勉强抵挡，却也受了不小的伤。\n还望父老乡亲们，看在本人伤重的面子上打赏一二！$	${p1} had great strength and momentum. Though I managed to hold my ground, I was still injured quite severely.\nI hope you locals show some kindness and give a little in consideration of my severe injuries!	看在本人伤重的面子上打赏一二
^(?<p1>[\\s\\S]+?)可敢按照江湖规矩与我斗技一番，胜利者就能获得这件物品如何？\n\\(灵巧，意志和轻功超过对方越多且好感越高，成功率越高。\n当前斗技成功率(?<p2>[\\s\\S]+?)%，预计增加恶名(?<p3>[\\s\\S]+?)点。\\)$	${p1}, dare you face me in combat according to the rules of the Jianghu? The winner will obtain this item, isn't that right?\n(The more agile, with stronger willpower and greater proficiency in Qinggong compared to the opponent, and the higher the goodwill, the higher the success rate.\nCurrent Arena Battle Success Rate ${p2}%, Expected increase in notoriety ${p3} Dot)	意志和轻功超过对方越多且好感越高
^(?<p1>[\\s\\S]+?)可敢按照江湖规矩与我斗智一番，胜利者就能学会这(?<p2>[\\s\\S]+?)如何？\n\\(智力，经脉和目标武学技能超过对方越多且好感越高，成功率越高。\n当前斗智成功率(?<p3>[\\s\\S]+?)%，预计增加恶名(?<p4>[\\s\\S]+?)点。\\)$	${p1}, do you dare to test your wits against me according to the rules of the Jianghu? The victor will learn this.${p2} How?\n(The higher the intelligence, meridian mastery, and proficiency in targeted martial arts skills, and the greater the favor, the higher the success rate.\nCurrent strategy success rate ${p3}%, Expected increase in notoriety ${p4} Dot)	经脉和目标武学技能超过对方越多且好感越高
^(?<p1>[\\s\\S]+?)可敢按照江湖规矩与我角力一番，胜利者就能获得这件(?<p2>[\\s\\S]+?)如何？\n\\(力道，体质和绝技超过对方越多且好感越高，成功率越高。\n当前角力成功率(?<p3>[\\s\\S]+?)%，预计增加恶名(?<p4>[\\s\\S]+?)点。\\)$	${p1} dare to abide by the Jianghu rules and compete with me, with the victor earning this.${p2} How?\n(The more strength, constitution, and special skills exceed those of the opponent, and the higher the affection, the higher the success rate.\nCurrent grapple success rate ${p3}%, Expected increase in notoriety ${p4} Dot)	体质和绝技超过对方越多且好感越高
^(?<p1>[\\s\\S]+?)哪里走！$	${p1}, which way!	哪里走
^(?<p1>[\\s\\S]+?)好久不见，近况如何？$	${p1}, long time no see. How have you been?	好久不见
^(?<p1>[\\s\\S]+?)学艺不精，\n想要从我手中抢夺这(?<p2>[\\s\\S]+?)，只怕还得好好修炼才行。$	${p1} is not very skilled\nWant to take this from me?${p2}, We probably need to train a lot more.	只怕还得好好修炼才行
^(?<p1>[\\s\\S]+?)将此前(?<p2>[\\s\\S]+?)之遭遇向你娓娓道来\\.\\.\\.\\.\\.\\.$	${p1} will do this previously ${p2}...and hear the tale of their encounter...	之遭遇向你娓娓道来
^(?<p1>[\\s\\S]+?)德高望重，武功卓绝，令人深感钦佩。\n我今日欲正式拜(?<p2>[\\s\\S]+?)为师，不知意下如何？$	${p1} is highly revered for his great virtue and remarkable martial arts skills.\nI wish to formally take you, ${p1}, as my teacher. May I know your opinion on this?	我今日欲正式拜
^(?<p1>[\\s\\S]+?)快快俯耳过来，我有件要紧之事说与你听\\.\\.\\.\\.\\.\\.\n\\(下毒成功率 (?<p2>[\\s\\S]+?)%\\)$	${p1}, come close and lean in, I have something important to tell you...\n(Poison success rate ${p2}%)	我有件要紧之事说与你听
^(?<p1>[\\s\\S]+?)所学的(?<p2>[\\s\\S]+?)武学尚且不足(?<p3>[\\s\\S]+?)门，还需勤加修炼。$	${p1} learned ${p2} Martial arts are still inadequate ${p3} The door requires frequent practice as well	武学尚且不足
^(?<p1>[\\s\\S]+?)有所不知，\n这(?<p2>[\\s\\S]+?)素来仰慕你(?<p3>[\\s\\S]+?)之声威，心怀交好之意，奈何一直不得门路。\n这不，我正好趁此次前来，替你们两派说和说和。$	${p1} didn't know that either,\nThis ${p2} I have always admired you ${p3} Zhi Wei, with the intention of befriending, has found no way in.\nJust like this, I happened to come here this time to help mediate between the two factions.	替你们两派说和说和
^(?<p1>[\\s\\S]+?)有所不知，我最近得了消息，\n这(?<p2>[\\s\\S]+?)一直在暗中使坏，破坏(?<p3>[\\s\\S]+?)城镇治安，并且四处散播不利于(?<p4>[\\s\\S]+?)之传言，\n实在可恶啊！$	${p1} didn't know, but I recently got word that,\nThis ${p2} Has been secretly causing trouble and destroying ${p3} Town security, and spread misinformation unfavorably ${p3} As the rumor goes,\nReally infuriating!	并且四处散播不利于
^(?<p1>[\\s\\S]+?)本英武正直之士，不想蒙冤入狱，\n竟落得这般囚首垢面之状，实在令我痛心。$	${p1}, a brave and upright man, does not wish to be wrongfully imprisoned.\nSeeing him in such a haggard and dirty state truly pains me.	竟落得这般囚首垢面之状
^(?<p1>[\\s\\S]+?)此战鼎力援护，功劳亦不可小觑，还望日后能够奋勇争先，再接再厉。$	${p1}, your support in this battle was crucial, and your contribution should not be underestimated. I hope you can continue to excel and strive for even greater achievements in the future.	还望日后能够奋勇争先
^(?<p1>[\\s\\S]+?)武功超绝，智虑过人，\n奈何在(?<p2>[\\s\\S]+?)中屈居庸人之下，犹如名驹失蹄，雄鹰断翅，宏图不得大展，\n着实令人痛心疾首！$	${p1} martial arts superb, intellect exceptional,\nHow come ${p2} Ruefully, he finds himself beneath the common folk, like a fine steed stumbling, a mighty eagle with broken wings, unable to fully unfold his grand ambitions.\nIt's truly heart-wrenching!	着实令人痛心疾首
^(?<p1>[\\s\\S]+?)现居(?<p2>[\\s\\S]+?)之位，拥有门派功绩(?<p3>[\\s\\S]+?)点。$	${p1} is currently residing in ${p2} Position, with Sect Achievements ${p3} Dot	拥有门派功绩
^(?<p1>[\\s\\S]+?)的(?<p2>[\\s\\S]+?)高深莫测，厉害非常，我也早有耳闻。\n你我交情深厚，因而有一不情之请，不知能否将这功法一并传授于我\\.\\.\\.\\.\\.\\.$	${p1}'s ${p2} is profound and formidable; I've heard of its prowess long ago.\nYou and I have a deep friendship, so I have an impudent request. May I ask if you could also teach me this cultivation method? ...	不知能否将这功法一并传授于我
^(?<p1>[\\s\\S]+?)的门派功绩尚不足以晋升，还需继续努力。$	${p1}'s sect merits are still insufficient to advance, and more efforts are needed.	的门派功绩尚不足以晋升
^(?<p1>[\\s\\S]+?)虽与我结为眷侣，却一直未能拜堂成亲。\n长此以往无名无分，难免被旁人指指点点。$	${p1} is bound to me as a partner, yet we have never completed the wedding ceremony.\nIf this continues, one is bound to be pointed at and talked about by others.	却一直未能拜堂成亲
^(?<p1>[\\s\\S]+?)虽说是为门派大业，身不由己，\n但若我也为门派大业，是否亦可去(?<p2>[\\s\\S]+?)治下城镇扰乱治安，残害百姓？\n如此一来，江湖道义何在？公理正义何在？$	${p1} said that it was all for the sake of the sect's greater cause, beyond his control.\nBut if I were to serve the greater good of the Sect, could I also go to ${p1}'s domain to disrupt public order and harm the people?\nThus, where is the righteousness of the Jianghu? Where is the justice and fairness?	但若我也为门派大业
^(?<p1>[\\s\\S]+?)许久未见，不知近况如何？$	Long time no see, '${p1}'. Wondering how you've been lately?	不知近况如何
^(?<p1>[\\s\\S]+?)说的也有道理\\.\\.\\.\n既然如此，这几两买酒钱就请(?<p2>[\\s\\S]+?)收下，作为舟车劳顿之补偿，\n还望高抬贵手，留此地一个安宁。$	${p1} has a point...\nSince that's the case, let ${p1} take these two tael of silver as a reimbursement for the travel fatigue.\nI beg you to extend your grace and allow peace to remain in this place.	作为舟车劳顿之补偿
^(?<p1>[\\s\\S]+?)说的虽有道理，但我也使命在身，不能坐视不管。\n不如你我二人就此切磋一番，以胜负论之。\n若我侥幸取胜，还望(?<p2>[\\s\\S]+?)高抬贵手，留此地一个安宁。$	${p1} makes a valid point, but I have a mission and cannot sit idly by.\nLet's discuss a round, and decide by victory or defeat.\nIf I happen to win, I hope you, ${p1}, will spare this place and allow peace to remain.	不如你我二人就此切磋一番
