# LongYin English canonical data - generated from the complete user translation corpus
降低受到的射术伤害	Reduce the damage caused by attacks.
降低受到的拳掌伤害	Reduce the damage from punches and blows
降低受到的长兵伤害	Reduce the damage caused by long-range weapons.
降低所受伤害并反弹	Reduce Damage Taken and Reflect
难度 ★★★ 功绩	Difficulty ★★★ Merit
难度 ★★☆ 功绩	Difficulty ★★☆ Merit
霸刀门秘传绝技善本	Badao SchoolSecret Body ArtRare Edition
霹雳堂进阶长兵仿本	Thunderclap HallAdvanced PolearmCopy
韩狼使用了 止血散	Han LangUsed Hemostasis Powder
马宝郭: (未读)	Ma Baoguo: (Not read yet)
魏胥华使用了 烧鸡	Wei XuhuaUsed Roast Chicken
黑道大会(腾冲府)	Blackside Conference(Tengchong Prefecture)
(大隐精锐丙醒脑	(Grand Concealment Elite CMind Clarity
(大隐精锐乙醒脑	(Grand Concealment Elite BMind Clarity
(武当精锐丙连绵	(Wudang Elite CCombo Momentum
(武当精锐乙连绵	(Wudang Elite BCombo Momentum
(消耗银钱50)	(Costs 50 Silver)
(需要入门弟子)	(Required)Outer Disciple)
(需要口才10)	(Requires Eloquence 10)
(需要正式弟子)	(Required)Core Disciple)
(需要轻功20)	(Movement Art 20 required)
[攻][敌]伤害	[Attack][Enemy]Damage
[攻][敌]体质	[Attack][Enemy]Constitution
[攻][敌]力道	[Attack][Enemy]Strength
[攻][敌]卸力	[Attack][Enemy]Force Deflection
[攻][敌]受伤	[Attack][Enemy]Damage Taken
[攻][敌]命中	[Attack][Enemy]Accuracy
[攻][敌]意志	[Attack][Enemy]Willpower
[攻][敌]断连	[Attack][Enemy]Disruption
[攻][敌]智力	[Attack][Enemy]Intelligence
[攻][敌]暴击	[Attack][Enemy]Critical Hit
[攻][敌]灵巧	[Attack][Enemy]Agility
[攻][敌]经脉	[Attack][Enemy]Meridians
[攻][敌]速度	[Attack][Enemy]Speed
[次要剧情传闻]	[Minor plot rumors]
[重要剧情传闻]	[Important plot rumors]
{{A}} 10	{{A}} 10
{{A}} 15	{{A}} 15
{{A}} 20	{{A}} 20
{{A}} 25	{{A}} 25
{{A}} 30	{{A}} 30
{{A}} 35	{{A}} 35
{{A}} 40	{{A}} 40
{{A}} 45	{{A}} 45
{{A}} 50	{{A}} 50
{{A}} 55	{{A}} 55
{{A}} 60	{{A}} 60
{{A}} 65	{{A}} 65
{{A}} 70	{{A}} 70
{{A}} 75	{{A}} 75
{{A}} 80	{{A}} 80
{{A}} 85	{{A}} 85
{{A}} 89	{{A}} 89
{{A}} 90	{{A}} 90
{{A}} 91	{{A}} 91
{{A}} 92	{{A}} 92
{{A}} 93	{{A}} 93
♦制作功能：煅烧	♦ Crafting functions: Calcination
七十二洞[三级]	Seventy-Two Caves[Level 3]
七夕(所有城市)	Tanabata(All cities)
上官秀奕当前装备	Shangguan Xiuyi's current equipment
上官雯对你的好感	Shangguan Wen to youAffection
不过老生常谈而已	But it's just a cliché.
丐帮基础内功善本	Beggars SectBasic Internal ArtRare Edition
丐帮基础绝技残本	Beggars SectBasic Body ArtIncomplete Manual
专长 内功/射术	Specialties: Inner Kung Fu/Shotting skills
专长 内功/拳掌	Specialties: Inner Qi/Fists and Palms
专长 绝技/刀法	Special Skills/Knife Techniques
专长 轻功/射术	Specialties: Lightness of Movement/Stealth in Archery
专长 长兵/轻功	Specialty: Long-range combat/lightning speed
丰刚获得了 礼记	Feng Gang has received it. The Book of Rites
乐无疾对你的好感	Le Wuji to youAffection
买卖价格x97%	Buy/Sell Price x97%
乱神宝刀劣质拳套	Poor-quality gloves for the Rampant God's Sword
乱神险恶普通鞋履	Dangerous and unclean ordinary shoes
云九霄对你的好感	Yun Jiuxiao to youAffection
今日方知此言真意	I only realized the true meaning of these words today.
仰幻仙对你的好感	Yang Huanxian to youAffection
伤势抗性 12%	Injury Resistance 12%
伤势抗性 13%	Injury Resistance 13%
体力+{{A}}	Stamina +{{A}}
余燧顺对你的好感	Yu Suishun to youPositive feelings
余采薇对你的好感	Yu Caiwei to youAffection
使用次数已达上限	The number of uses has reached the limit.
假扮商队(成都)	Pretend to be a caravan.(Chengdu)
傅砚之对你的好感	Fu Yanzhi to youPositive feelings
元宵(所有城市)	Festival Lanterns(All cities)
充盈凶暴完美软弓	Fully inflated, ferocious and perfectly flexible bow
充盈断枪普通轻甲	Brimming Broken-Spear Common Light Armor
充盈泰山普通布甲	Brimming Taishan Common Cloth Armor
充盈精准优质短剑	A precise and high-quality short sword with excellent fit.
公孙防对你的好感	Gongsun Fang to youAffection
内力+{{A}}	Inner Force +{{A}}
内功+{{A}}	Internal Art +{{A}}
内家贯通劣质重剑	Internal mastery of inferior heavy swords
内家追击劣质指虎	The inner family pursues inferior finger tigers
内家铁壁优质半盔	High-quality half-helmet with an inner wall for protection
内家长生精良长靴	Nei Family's High-Quality Boots
凶暴断腕普通斗笠	Fierce and decisive, ordinary type of hat
击败敌方分舵·一	Defeat the enemy co-pilot, One.
初始上限 1/5	Initial Limit 1/5
初始上限 2/5	Initial Limit 2/5
初始上限 3/5	Initial Limit 3/5
初始上限 4/5	Initial Limit 4/5
初始获得50声望	Initial Reputation Gain: 50
初始获得随机护甲	Initial Random Armor Obtain
初始获得随机武器	Initial Random Weapon
初始获得随机秘籍	Initially acquire random manual
初始获得随机马匹	Initial Random Horse Obtained
利剑乌皮精良玉佩	A fine jade pendant with a sharp sword in its center
利剑凶暴完美全盔	A sharp and deadly full armor
力道+{{A}}	Strength +{{A}}
动摇精准普通鳞甲	Shaky, ordinary scale armor
动摇追击劣质重靴	Shake and chase those inferior heavy boots
助余师姐一臂之力	Help me, senior sister.
助余燧顺一臂之力	Help me out with your support.
助余采薇一臂之力	HelpYu CaiweiA helping hand
助姜师姐一臂之力	Help Senior Jiang with this.
助宣洪仇一臂之力	Help Xuan Hong with one arm's strength.
助杨师兄一臂之力	Help Brother Yang with your strength.
助沈师兄一臂之力	Help Brother Shen with your strength.
助涂谨术一臂之力	Help Tzu Jinshu with one hand.
助督亭欢一臂之力	Help the supervisor to make a difference.
助顾师兄一臂之力	Help Senior Brother Gu with your strength.
助魏师兄一臂之力	Help Senior Wei with his efforts.
助魏胥华一臂之力	HelpWei XuhuaA helping hand
匡姐！你没事吧！	Sis Kuang! Are you okay!
匡蓉娜对你的好感	Kuang Rongna to youAffection
卓军己对你的好感	Zhuo Junji to youAffection
卢季文对你的好感	Lu Jiwen to youAffection
卸力回内精良半盔	A well-made half-helmet designed to absorb impact forces when used inside.
卸力模糊普通铠甲	Force-Relieving Ordinary Armor
卸力独门劣质指刺	Unique, inferior finger spikes designed for reducing pressure
厉克麒对你的好感	Li Keqi to youAffection
反击 12.5%	Counterattack 12.5%
受力凶暴普通重靴	Force-resistant heavy boots
只是借你一看罢了	I'm just lending it to you for a moment.
可惜我也爱莫能助	Unfortunately, I can't help either.
同道应当以和为贵	Companions should value harmony above all.
同门应当以和为贵	Scholars should value harmony above all.
吕天行对你的好感	Lü Tianxing to youAffection
和同岳对你的好感	He Tongyue to youAffection
咦，真是奇怪了。	Huh, that's really strange.
咫尺泰山劣质面具	A low-quality mask similar to that of Mount Tai
咫尺锈剑劣质重靴	Poor-quality rusty swords and heavy boots
哼，这茫茫江湖中	Hmph, in this vast world of martial arts…
唔……我不服……	Ugh… I won't accept that.
喜好 丹药/乐器	Favorites: Herbs/Instruments
喜好 丹药/画本	Favorites: Medicinal herbs/painting books
喜好 护甲/典籍	Prefer armor/books
喜好 服饰/马匹	Favorites: Clothing/Equitation
喜好 棋谱/毒物	Favorites: Chess pieces/Toxic substances
喜好 武器/史书	Preferred weapons/History books
喜好 武器/棋谱	Favorite weapons/Chess sets
喜好 珠玉/鞍具	Preferring jewels and saddles.
喜好 画本/食材	Favorite: Picture books/Ingredients
喜好 美酒/画本	Favorite: Fine wine/Illustrated books
喜好 美酒/酒器	Favorite: Fine wine/wine vessels
喜好 酒器/鞍具	Preferred items: Wine containers/equipment for riding
喜好 饰品/乐器	Favorites: Accessories/Instruments
喜好 香炉/食材	Preferred items: Incense burners/Ingredients
回体藏锋普通重靴	Regular heavy boots with hidden edges
坚定乌皮完美胫甲	Strengthen Upi's perfect shin armor
坚定慧根优质重盔	Firmly rooted, high-quality heavy helmet
坚定笨拙普通鞋履	Steady and awkward ordinary shoes
墨从义对你的好感	Mo Congyi to youAffection
墨璇玑对你的好感	Mo Xuanji to youAffection
壮硕动摇劣质指环	Strong and unstable, inferior rings
壮硕断绝普通重靴	The robust one cut off the ordinary heavy boots.
壮骨凶暴优质鞋履	Powerful, aggressive, and high-quality footwear
外门弟子无权参阅	External disciples have no right to consult.
奇异平坦劣质长叉	Strange flat inferior long forks
奇异慧根精良半盔	Unique and exquisite half-helmet with superior craftsmanship
奇门+{{A}}	Qimen +{{A}}
姜婉: (未读)	Jiang Wan: (Not read yet)
姜映泉对你的好感	Jiang Yingquan to youAffection
姬清梵对你的好感	Ji Qingfan to youAffection
孟经世对你的好感	Meng Jingshi to youAffection
学习馆内所藏武学	Learn about the martial arts held in the learning hall.
宝刀利剑劣质全盔	Poor-quality armor with ineffective weapons
宝刀钢拳普通扳指	Precious Steel Fist Regular Bracelet
宣洪仇对你的好感	Xuan Hongchou to youAffection
巧捷笨重劣质指虎	Clumsy, bulky, and of poor quality.
巨力利剑完美羽扇	Juyili Sword – A Perfect Feather Fan
巫纯襄对你的好感	Wu Chunxiang to youAffection
已读越多经验越高	The more you read, the higher your experience becomes.
已读越少经验越高	The less you read, the higher your experience.
已领委托 0/1	Accepted Quests 0/1
已领委托 1/1	Accepted Quest 1/1
布达拉宫[一级]	Potala Palace[Level 1]
布达拉宫[零级]	Potala Palace[Level 0]
常菱获得了 猴拳	Chang Ling has received it. Monkey Fist
广博内家劣质指刺	Broadly inferior finger spikes from Guangbo Neijia
广博独门优质全盔	A comprehensive and high-quality full-headgear
庄伏娘对你的好感	Zhuang Funiang to youPositive feelings
应天书院[二级]	Yingtian Academy[Level 2]
康复壮硕优质羽扇	Rehabilitated and strong-quality feather fan
康音苏对你的好感	Kang Yinsu to youAffection
张文馨对你的好感	Zhang Wenxin to youAffection
弱甲枯竭劣质香囊	Weak armor, depleted and of poor quality pouches
徐不平收戴壮为徒	Xu BupingCollectDai ZhuangAs a disciple
得找个好借口才行	I need to find a good excuse.
怎么有点后悔了呢	Why do I feel a bit regretful?
恢复效率+50%	Recovery Efficiency +50%
恢复效率-50%	Recovery Efficiency -50%
愚钝利剑劣质羽扇	Dull and inferior flying fan with a sharp blade
愚钝羸弱劣质布鞋	Dull, weak, and inferior cloth shoes
慧根动摇劣质拳套	The quality of the gloves is questionable.
我也不知他在何处	I have no idea where he is.
我本有机会...	I had the chance to...
戴壮: (未读)	Dai Zhuang: (Not read yet)
戴攻主对你的好感	Dai Gongzhu to youAffection
所有生活技艺+3	All Life Skill +3
护甲 {{A}}	Armor {{A}}
拍卖大会(幽州)	Auction Fair(Youzhou)
拍卖大会(福州)	Auction Fair(Fuzhou)
拍卖大会(西凉)	Auction Fair(Xiliang)
拍卖大会(逻娑)	Auction Fair(Luosuo)
提升城防建筑耐久	Increase City Defense Durability
提升装备基础效果	Enhance Equipment Base Effect
摧折宝刀普通重靴	Destructive Treasure Knife, Ordinary Heavy Boots
断绝奇异劣质指环	Cut off those strange and inferior rings.
断腕疲敝普通链甲	Frustration, exhaustion, and ordinary chain armor
断腕远射普通半盔	Fragile long-range shooting ordinary half-headgear
断连 13.5%	Disruption: 13.5%
无力浅陋劣质扳指	Inferior and poor-quality buckles
是姜婉在无理取闹	It's.Jiang WanIncessant nuisance
是沈退在无理取闹	It's.Shen TuiIncessant nuisance
晁少仇对你的好感	Chao Shaochou to youAffection
晏蕙绚对你的好感	Yan Huixuan to youPositive feelings
暴击 18.5%	Critical Hit 18.5%
曲佩环可进行招募	Qu PeihuanRecruitment is possible.
曲佩环对你的好感	Qu Peihuan to youPositive feelings
曲创奕对你的好感	Qu Chuangyi to youAffection
最终返回即告成功	The final return indicates success.
李潇湘对你的好感	Li Xiaoxiang to youAffection
杨思迟对你的好感	Yang Sichi to youPositive feelings
林云裳对你的好感	Lin Yunshang to youPositive feelings
枯竭鸿毛劣质指环	Dried-up, inferior rings
查看弟子相关信息	View information about the disciple
查看门派科研情况	Check the guild's research status.
模式: 剧情模式	Mode: Story Mode
模式: 自由模式	Mode: Free Mode
横练脆弱绝世面具	Fragile and unparalleled mask of deception
欧长兵对你的好感	Ou Changbing to youAffection
正在 与史炬战斗	Currently fighting against Shi Ju.
正在 与怀斩战斗	Currently fighting against Wei Zhan.
正在 与牛仁战斗	Currently fighting against Niu Ren.
正在 前往云梦乡	Currently heading towardsYunmeng Township
正在 前往仙霞派	Currently heading towards the Xianxia Sect
正在 前往余杭镇	Currently heading towardsYuhang Town
正在 前往剑川镇	Currently heading towardsJianchuan Town
正在 前往墨脱县	Currently heading towardsMotuo County
正在 前往大隐阁	Currently heading towardsDayin Pavilion
正在 前往富阳镇	Currently heading towardsFuyang Town
正在 前往峨眉派	Currently heading towardsEmei Sect
正在 前往崆峒派	Currently heading towardsKongtong Sect
正在 前往巴陵村	Currently heading towardsBaling Village
正在 前往昌都镇	Currently heading towardsChangdu Town
正在 前往景德镇	Currently heading towardsJingde Town
正在 前往清远乡	Currently heading towardsQingyuan Township
正在 前往灵台村	Currently heading towardsLingtai Village
正在 前往神机门	Currently heading towardsShenji Sect
正在 前往药王谷	Currently heading towardsYaowang Valley
正在 前往蓬莱派	Currently heading towardsPenglai Sect
正在 前往蚕丛村	Currently heading towardsCangcong Village
正在 前往襄垣村	Currently heading towardsXiangyuan Village
正在 前往酒泉村	Currently heading towardsJiuquan Village
正在 前往铁掌帮	Currently heading towardsIron Palm Gang
正在 前往长乐帮	Currently heading towardsChangle Gang
正在 前往阎罗殿	Currently heading towards the Netherworld Palace
正在 前往霹雳堂	Currently heading towardsThunderclap Hall
正在 前往青城派	Currently heading towardsQingcheng Sect
正在 前往飞龙门	Currently heading towardsFlying Dragon Sect
正在 前往高邮镇	Currently heading towardsGaoyou Town
正在 追击墨馨车	Currently chasing after the Mo Xin car.
正在 追击封娘梅	Currently chasing Feng Niangmei
正在 追击韦川嘉	Currently chasing Wei Chuanjia
正在 逃离叶客甲	Trying to escape from Ye Ke Jia
正在 逃离岳别语	Currently trying to escape from Yuebieyu.
正在 逃离石幻鹏	Trying to escape from Shi Huan Peng
正在 逃离莘舒潇	Currently trying to escape from Xin Shu Xiao
正在 逃离陌田桑	Currently trying to escapeMo Tiansang
正式弟子无权参阅	Official disciples have no right to access these materials.
武元辽对你的好感	Wu Yuanliao to youAffection
武林中人以和为贵	In the world of martial arts, harmony is highly valued.
残拳重甲劣质重甲	Damaged armor with poor quality
每场战斗使用次数	Number of uses per battle
比武大赛(京城)	Competition(Jingcheng)
比武大赛(大理)	Competition(Dali)
比武大赛(幽州)	Competition(Youzhou)
比武大赛(应天)	Competition(Yingtian)
比武大赛(成都)	Competition(Chengdu)
比武大赛(晋阳)	Competition(Jinyang)
比武大赛(江陵)	Competition(Jiangling)
比武大赛(灵州)	Competition(Lingzhou)
比武大赛(福州)	Competition(Fuzhou)
比武大赛(西凉)	Competition(Xiliang)
比武大赛(逻娑)	Competition(Luosuo)
气血功(已习得)	Blood Qi Art(Already learned)
江湖上乘剑法珍本	JianghuSuperior SwordRare book
江湖上乘轻功残本	JianghuSuperior Movement ArtIncomplete Manual
江湖上乘长兵完本	JianghuHigh-grade PolearmCompleted
江湖基础绝技残本	JianghuBasic Body ArtIncomplete Manual
江湖进阶长兵珍本	JianghuAdvanced PolearmRare book
江湖顶极内功残本	JianghuUltimate Internal ArtIncomplete Manual
池都象对你的好感	Chi Douxiang to youAffection
沈退: (已读)	Shen Tui: (Readed.)
沈退学会了八极拳	Shen TuiHave learnedBaduk
没...没有啊！	No...no!
河套马场[一级]	Hetao Horse Ranch[Level 1]
泰山远射精良短靴	Taishan Yuanxie Liang Short Boots
泰山铁壁普通鳞甲	Taishan Iron Wall Ordinary Scales
浅陋枯竭劣质鞋履	Shoddy and poor-quality shoes
涂谨术对你的好感	Tu Jinshu to youPositive feelings
消耗内力抵消伤害	Consume Inner Force to Negate Damage
点击切换已读状态	Click to switch the read status.
烟花柳巷[三级]	Pleasure District[Level 3]
烟花柳巷[四级]	Pleasure District[Level 4]
焕发无奇普通扳指	A ordinary brooch with a unique charm
熊刚获得了 肉包	Xiong GangObtained Meat Bao
爆炸狂魔(成都)	Explosive Madman(Chengdu)
特产 木材 矿料	Specialties: Timber, mineral materials
特产 食材 毒物	Specialties, Ingredients, Poisons
狗贼，休得猖狂！	You scoundrel dog! Don't act so shameless!
独门优柔优质香囊	Unique and high-quality scented bags
玉观音对你的好感	Yu Guanyin to youAffection
王添翼学会了醉拳	Wang TianyiHave learnedDrunken Fist
王添翼对你的好感	Wang Tianyi to youPositive feelings
生命+{{A}}	Health +{{A}}
瘦弱受力劣质链甲	Weak and inferior-quality armor
白云天对你的好感	Bai Yuntian to youAffection
督与稚对你的好感	Du Yuzhi to youAffection
督亭欢对你的好感	Du Tinghuan to youPositive feelings
确认结束阅读吗？	Confirm you are done reading?
祖心炎对你的好感	Zu Xinyan to youAffection
神秘请柬(丐帮)	Mysterious invitation(Beggars Sect)
祸水红颜(江陵)	Beautiful Women of Bad Fortune(Jiangling)
禄田畅对你的好感	Lu Tianchang to youAffection
移动(快捷键W)	Move (Hotkey W)
移动距离+75%	Movement Distance +75%
移动距离-75%	Movement Distance -75%
空乏咫尺普通大刀	Hollow Close-Step Common Broadsword
空乏模糊普通重盔	Hollow Hazy Common Heavy Helm
空乏精准普通胫甲	A simple, versatile leg armor made of hollow material
空虚重甲劣质细剑	Empty Heavy Armor, Poor-Quality Dagger
立场 守序 中立	Position: Conventional, Neutral
立场 守序 冷酷	Position: Conventional, Cold-blooded
立场 守序 凶狠	Position: Conventional, aggressive
立场 守序 善良	Standpoint: Conventional, kind-hearted.
立场 平常 中立	Stance: Ordinary, Neutral
立场 平常 仁慈	Standing by a principled and compassionate stance.
立场 平常 冷酷	Standing by a normal, cold attitude.
立场 平常 凶狠	Position: Ordinary, fierce
立场 平常 善良	Standing firm, ordinary, and kind-hearted.
立场 戒律 中立	Position, rules, neutrality
立场 戒律 冷酷	Standpoint, rules, and ruthlessness
立场 戒律 凶狠	Standpoint, precepts, and fierceness
立场 戒律 善良	Standpoint, rules, and kindness
立场 无序 中立	Position: Unorganized, Neutral
立场 无序 仁慈	Position: Disorderly, merciful
立场 无序 凶狠	Position: Disordered, fierce.
立场 无序 善良	Position: Disorderly, kind-hearted.
立场 混乱 中立	Position: Confused/Neutral
立场 混乱 仁慈	Confused stance, kindness.
立场 混乱 冷酷	Position: Confused, cold-hearted
立场 混乱 凶狠	Confused stance, aggressive behavior
竟敢伤我寇师姐！	Dare to hurt my Senior Sister Kou!
竟敢伤我尉迟兄！	Dare to hurt Brother Wei Chi!
笨拙疲敝劣质重靴	Clumsy, exhausted, and of poor quality heavy boots
笨重强攻劣质重盔	Bulky, powerful attack; inferior quality of heavy armor
等待下次门派会议	Waiting for the next guild meeting
精准无力优质铠甲	Precise, powerful, and high-quality armor
经瓷彪对你的好感	Jing Cibiao to youAffection
经脉+{{A}}	Meridians +{{A}}
缪向共对你的好感	Miao Xiang Gong to youAffection
羸弱远射普通发带	Weakly effective long-range projectile, ordinary type of belt
自动(快捷键E)	Auto (Hotkey E)
自此出发冲破穴位	Starting from here, break through the key points.
萎靡受力劣质软弓	A poorly made, inferior bow with poor performance
葛知远对你的好感	Ge Zhiyuan to youAffection
蒙延力对你的好感	Meng Yanli to youAffection
蔚剧冶对你的好感	Wei Juye to youAffection
薄皮慧根优质轻甲	Thin-skinned, high-quality light armor
藏经阁阅读新秘籍	Reading new secrets in the Sutra Pavilion
街头卖艺(福州)	Street performers(Fuzhou)
裴朵莽对你的好感	Pei Duomang to youAffection
诶唷…师姐慢走…	Hey… Please take care, senior.
负面加成 12%	Negative Status Potency 12%
负面加成 13%	Negative Status Potency 13%
负面抗性 13%	Negative Status Resistance 13%
负面抗性+50%	Negative Status Resistance +50%
负面抗性-50%	Negative Status Resistance -50%
贯通卸力精良扳指	A high-quality buckle with excellent penetration and unloading capabilities
贯通笨拙普通腰带	Dull, ordinary belt
贯通远射优质铠甲	High-quality armor for long-range shooting
贯通远射精良大剑	A long-reaching and powerful sword for penetrating targets.
贯通迟慢劣质腰带	Poor-quality belt with slow and unreliable performance
贯通铁壁劣质飞轮	Poor-quality flywheel that doesn't allow for proper penetration through the iron wall
赏芷纪对你的好感	Awarding Tributes to youAffection
赛马大会(大理)	Horse Racing(Dali)
赛马大会(幽州)	Horse Racing(Youzhou)
赛马大会(成都)	Horse Racing(Chengdu)
赛马大会(杭州)	Horse Racing(Hangzhou)
赛马大会(福州)	Horse Racing(Fuzhou)
赵破虏对你的好感	Zhao Polu to youAffection
轻功+{{A}}	Movement Art +{{A}}
轻快凶暴精良大剑	Light, fierce, and excellent large sword
轻快奇异劣质指环	Light, strange, and inferior ring
轻快薄皮劣质布鞋	Lightweight, thin, low-quality cloth shoes
轻快贯通普通羽扇	Light and airy, suitable for everyday use.
轻快闪转完美扳指	Quick and agile, perfect for wearing as a bracelet
辩才大赛(大理)	The Debate Competition(Dali)
辩才大赛(应天)	The Debate Competition(Yingtian)
辩才大赛(江陵)	The Debate Competition(Jiangling)
辩才大赛(灵州)	The Debate Competition(Lingzhou)
辩才大赛(逻娑)	The Debate Competition(Luosuo)
迅疾乌皮精良面具	Quickly crafted, high-quality mask
迅疾壮硕普通半盔	Rapid and powerful ordinary half-helmet
迅疾重甲精良链甲	Rapidly improved heavy armor and chain armor
还需多加学习才是	More learning is still needed.
这些徒儿均已掌握	These disciples have all mastered it.
远射磕绊普通腰带	Long-range shooting obstacle ordinary belt
远射长生优质鞋履	Yuan Sheng High-Quality Shoes
连击 20.5%	Combo Rate +20.5%
迟慢贯通劣质硬弓	Slowly, but surely, it becomes an inferior type of hard bow.
迟缓远射劣质指刺	Slow-firing, inferior-range spear attacks
通过卖艺赚取银钱	Earning silver by performing as a performer
遗忘“一骑绝尘”	Forgetting “Gallop into the Distance”
遗忘“学富五车”	Forgetting “Vast Learning”
遗忘“灭心绝情”	Forgetting “Extinguish Heart, Sever Emotions”
遗忘“离经叛道”	Forgetting “Deviant from the Norm”
郝大力对你的好感	Hao Dali to youPositive feelings
郝磊举对你的好感	Hao Leiju to youAffection
郭勇锐对你的好感	Guo Yongrui to youPositive feelings
重甲动摇普通香囊	Heavy armor makes it difficult to use ordinary pouches.
重甲受力普通重靴	Heavy armor, with standard heavy boots
重甲广博普通扳指	Heavy Armor, Versatile, Ordinary Bracelet
重甲强攻精良链甲	Heavy armor with excellent offensive capabilities
重阳(所有城市)	Chongyang(All cities)
金刚密宗亲传弟子	Vajra Esoteric SectPrime Disciple
金刚密宗入门弟子	Vajra Esoteric SectOuter Disciple
金刚密宗绝世内功	Vajra Esoteric SectPeerless Internal Art
钢拳卸力普通全盔	Steel-Fist Force-Deflecting Common Full Helm
铁壁薄皮劣质重靴	Poor-quality boots with thin soles and heavy armor
铁壁险恶优质短刀	A sturdy and durable short knife with excellent quality
银枪动摇普通链甲	Silver-Spear Unsteady Common Chainmail
银枪险恶精良短弓	The silver spear is dangerous and highly effective; it's a short bow indeed.
锈剑奇异普通细剑	Rusty Sword – A strange, ordinary thin sword
锐利宝刀完美重甲	Sharp Blade Perfect Armor
长孙吉对你的好感	Changsun Ji to youAffection
长生利剑优质全盔	Changsheng Lijian High-Quality Full Helmet
长生迅疾绝世腰带	Rapid and Unparalleled Longevity Belt
长生钝刀劣质全盔	Long-life dull knife, inferior full armor
门派 大隐阁 ♥	Dayin Pavilion ♥
门派 天山派 ♥	Tianshan Sect ♥
门派 少林寺 ♥	Shaolin Temple ♥
门派 峨眉派 ♥	Emei Sect ♥
门派 巨鲸帮 ♥	Giant Whale Gang ♥
门派 武当派 ♥	Wudang Sect ♥
门派 茅山派 ♥	Maoshan Sect ♥
门派 药王谷 ♥	Yaowang Valley ♥
门派 蓬莱派 ♥	Penglai Sect ♥
门派 金龙帮 ♥	Golden Dragon Gang ♥
门派 铁掌帮 ♥	Iron Palm Gang ♥
门派 阎罗殿 ♥	Yama Palace ♥
门派 霹雳堂 ♥	Thunderclap Hall ♥
门派 青城派 ♥	Qingcheng Sect ♥
门派仓库兑换物品	Items that can be exchanged in the sect's warehouse
闪转勇毅普通瑶琴	Swift and Courageous Ordinary Yao Qin
闪转疲敝普通链甲	Exhausted ordinary chain armor
闪转追击优质胫甲	Rapidly chasing after high-quality shinplates
闻惊鸿对你的好感	Wen Jinghong to youAffection
防:二十四路枪势	Prevention:Twenty-four gunship movements
防:十六路青龙戟	Defense: Sixteen Moves of the Green Dragon Halberd
防:大智无定棍法	Defense: Great Wisdom Indefinite Staff Technique
阳千瑟对你的好感	Yang Qianse to youAffection
险恶焕发优质香囊	Dangerous yet high-quality sachets
陶里琦对你的好感	Tao Liqi to youAffection
难度 ★★ 功绩	Difficulty ★★ Merit
难度 ★☆ 功绩	Difficulty ★☆ Merit
难度: 九死一生	Difficulty: Nightmare
雷冠群对你的好感	Lei Guanqun to youAffection
雷殷殷对你的好感	Lei Yinyin to youPositive feelings
顺受丰沛普通羽扇	Surrendering to the abundance and simplicity of a ordinary feather fan
顺受轻快劣质短剑	Accepting the light and agile, inferior short sword
顾师兄，魏师兄！	Senior Gu, Senior Wei!
顾游年对你的好感	Gu Younian to youPositive feelings
额外内力上限 0	Additional Max Inner Force 0
额外生命上限 0	Extra Max Health 0
饶创菲对你的好感	Rao Chuangfei to youAffection
马丹心对你的好感	Ma Danxin to youAffection
马宝郭对你的好感	Ma Baoguo to youPositive feelings
魏胥华对你的好感	Wei Xuhua to youAffection
鸿毛独门普通铠甲	Hongmao Unique Ordinary Armor
鸿毛精准普通短弓	Featherlight Precise Common Shortbow
鹿死谁手犹未可知	It's still uncertain who will win in the end.
麻昭威对你的好感	Ma Zhaowei to youAffection
(使用时生效)	(It takes effect when used.)
(恶霸头目灼烧	(The leader of the bulliesBurn
+1%内力上限	+1% Max Inner Force
+1%生命上限	+1% Max Health
Jin Woo	Jin Woo
[可获取成就]	[Available Achievements]
[守]打断连击	[Guard]Interrupt Combo
[攻]吸取生命	[Attack]Drain Health
{{A}} 0	{{A}} 0
{{A}}+5	{{A}}+5
{{A}}断绝	{{A}} Severance
{{A}}遁甲	{{A}} Dunei Art
《回风拂柳剑》	《Returning Wind Flickering Willow Sword》
《小夜叉棍法》	《Koyashi Knife Techniques》
《庖丁解牛刀》	《Cutting through the meat with a sharp knife》
《快慢十八路》	《Fast/Slow No. 18 Route》
《金刀换掌功》	《Golden Blade Exchange Palm Skill》
一分价钱一分货	You get what you pay for.
一切尽在不言中	Everything is clear from the context.
一杯一杯又一杯	One cup after another
一起去就一起去	Let's go together then.
万毒池[四级]	Pool of Ten Thousand Poisons[Level 4]
万花谷[四级]	Valley of Ten Thousand Flowers[Level 4]
上官雯当前装备	Shangguan WenCurrent Equipment
下有渌水之波澜	Below, there are waves of flowing water.
不使用任何武学	Do not use any martial arts techniques.
与令狐结宫交友	Making friends with Linghu Jie Gong
与北冥寻和切磋	Compete with Bei Ming Xun
与南门黄暮交友	Made friends with Huang Mu from the South Gate
与对方展开论战	Engage in a debate with the other party
与慕容星辰交友	Making friends with Murong Xingchen
与武师进行切磋	Compete with martial artists
与皇甫利洞切磋	Competing with Huangfu Lidong
中秋(仙霞派)	Mid-Autumn Festival(Xianxia Sect)
为之奈何...	What can be done...
举世皆浊我独清	The world is murky, but I remain clear.
乐器▼ 史书▲	Instruments▼ Historical records ▲
争夺名驹(一)	Competing for the title of best horse(One)
